Ticket #,Symbol,Volume,Date,Sold,Bought,Gross P/L,Comm,Dividends,Rollover,Adj,Net P/L,Condition,Created By
 , , ,1/14/14 8:43 PM,1.36394, ,-19.91,0.00,0.00,0.00,0.00,-19.91,SE,3000047258
62152750,NZD/USD,"4,000",1/16/14 9:07 PM, ,0.83143, , , , , , ,LE,3000047258
 , , ,1/16/14 9:20 PM,0.83000, ,-5.72,0.00,0.00,0.00,0.00,-5.72,SE,3000047258
62224762,USD/JPY,"16,000",1/21/14 10:25 AM, ,104.262, , , , , , ,LE,3000047258
 , , ,1/21/14 11:13 AM,104.138, ,-19.05,0.00,0.00,0.00,0.00,-19.05,SE,3000047258
62222863,EUR/USD,"14,000",1/21/14 11:14 AM,1.35533, , , , , , , ,LE,3000047258
 , , ,1/21/14 11:21 AM, ,1.35683,-21.00,0.00,0.00,0.00,0.00,-21.00,SE,3000047258
62241234,EUR/JPY,"2,000",1/21/14 11:05 PM, ,141.132, , , , , , ,Mkt,3000047258
 , , ,1/22/14 12:02 AM,141.384, ,4.83,0.00,0.00,0.00,0.00,4.83,LE,3000047258
62235916,EUR/USD,"5,000",1/23/14 2:58 AM,1.35901, , , , , , , ,LE,3000047258
 , , ,1/23/14 3:28 AM, ,1.36134,-11.65,0.00,0.00,0.00,0.00,-11.65,SE,3000047258
62387650,EUR/AUD,"10,000",1/28/14 1:12 AM,1.55983, , , , , , , ,LE,3000047258
 , , ,1/28/14 2:52 AM, ,1.55583,35.14,0.00,0.00,0.00,0.00,35.14,LE,3000047258
62453145,AUD/USD,"12,000",1/30/14 6:32 AM,0.87652, , , , , , , ,LE,3000047258
 , , ,1/30/14 8:04 AM, ,0.87826,-20.88,0.00,0.00,0.00,0.00,-20.88,SE,3000047258
62520564,USD/JPY,"14,000",2/2/14 10:28 PM, ,102.335, , , , , , ,LE,3000047258
 , , ,2/2/14 11:27 PM,102.344, ,1.23,0.00,0.00,0.00,0.00,1.23,Mkt,3000047258
62543455,USD/DKK,"20,000",2/3/14 12:15 PM,5.51623, , , , , , , ,LE,3000047258
 , , ,2/3/14 12:33 PM, ,5.52246,-22.56,0.00,0.00,0.00,0.00,-22.56,SE,3000047258
62581159,USD/CAD,"1,000",2/4/14 11:51 AM, ,1.10514, , , , , , ,Mkt,3000047258
 , , ,2/5/14 5:31 AM,1.10540, ,0.24,0.00,0.00,-0.03,0.00,0.21,Mkt,3000047258
62582112,EUR/USD,"17,000",2/4/14 12:17 PM,1.35077, , , , , , , ,Mkt,3000047258
 , , ,2/4/14 12:54 PM, ,1.35199,-20.74,0.00,0.00,0.00,0.00,-20.74,SE,3000047258
62582268,USD/CAD,"7,000",2/5/14 9:29 AM,1.10999, , , , , , , ,LE,3000047258
 , , ,2/6/14 8:29 AM, ,1.10535,29.38,0.00,0.00,0.29,0.00,29.67,Mkt,3000047258
62731982,AUD/CAD,"16,000",2/11/14 9:34 AM,0.99665, , , , , , , ,LE,3000047258
 , , ,2/11/14 10:37 AM, ,0.99797,-19.12,0.00,0.00,0.00,0.00,-19.12,SE,3000047258
62757378,GBP/CHF,"9,000",2/12/14 6:30 AM,1.48616, , , , , , , ,LE,3000047258
 , , ,2/12/14 6:36 AM, ,1.48859,-24.30,0.00,0.00,0.00,0.00,-24.30,SE,3000047258
62757629,GBP/AUD,"8,000",2/12/14 6:36 AM, ,1.82951, , , , , , ,LE,3000047258
 , , ,2/12/14 7:16 AM,1.82697, ,-18.38,0.00,0.00,0.00,0.00,-18.38,SE,3000047258
62778303,EUR/USD,"1,000",2/12/14 9:00 PM,1.36075, , , , , , , ,LE,3000047258
 , , ,2/12/14 10:55 PM, ,1.36186,-1.11,0.00,0.00,0.00,0.00,-1.11,SE,3000047258
62798119,USD/JPY,"1,000",2/13/14 10:52 AM,102.039, , , , , , , ,LE,3000047258
 , , ,2/13/14 10:54 AM, ,102.149,-1.08,0.00,0.00,0.00,0.00,-1.08,SE,3000047258
62837964,AUD/CAD,"7,000",2/16/14 8:06 PM, ,0.99261, , , , , , ,LE,3000047258
 , , ,2/17/14 4:54 AM,0.98994, ,-17.06,0.00,0.00,0.00,0.00,-17.06,SE,3000047258
62887825,AUD/CAD,"12,000",2/18/14 8:23 PM, ,0.98509, , , , , , ,Mkt,3000047258
 , , ,2/19/14 7:05 AM,0.98810, ,33.01,0.00,0.00,0.00,0.00,33.01,LE,3000047258
63013258,AUD/USD,"13,000",2/25/14 7:08 PM, ,0.89937, , , , , , ,LE,3000047258
 , , ,2/25/14 7:09 PM,0.89792, ,-18.85,0.00,0.00,0.00,0.00,-18.85,SE,3000047258
63037848,USD/CHF,"13,000",2/26/14 9:21 AM,0.88975, , , , , , , ,LE,3000047258
 , , ,2/26/14 9:52 AM, ,0.89136,-23.48,0.00,0.00,0.00,0.00,-23.48,SE,3000047258
63084160,USD/JPY,"1,000",2/27/14 7:56 PM, ,101.927, , , , , , ,Mkt,3000047258
 , , ,2/27/14 10:14 PM,101.805, ,-1.20,0.00,0.00,0.00,0.00,-1.20,SE,3000047258
63171109,USD/CHF,"6,000",3/4/14 1:41 PM,0.88698, , , , , , , ,LE,3000047258
 , , ,3/5/14 5:14 AM, ,0.88868,-11.48,0.00,0.00,-0.05,0.00,-11.53,SE,3000047258
63169734,EUR/USD,"7,000",3/5/14 5:14 AM, ,1.37111, , , , , , ,LE,3000047258
 , , ,3/6/14 7:01 AM,1.37541, ,30.10,0.00,0.00,0.02,0.00,30.12,LE,3000047258
63173122,EUR/JPY,"6,000",3/5/14 10:26 PM,140.871, , , , , , , ,LE,3000047258
 , , ,3/5/14 11:53 PM, ,141.036,-9.64,0.00,0.00,0.00,0.00,-9.64,SE,3000047258
63233541,AUD/CAD,"1,000",3/6/14 7:39 PM, ,0.99913, , , , , , ,LE,3000047258
 , , ,3/6/14 7:43 PM,0.99723, ,-1.73,0.00,0.00,0.00,0.00,-1.73,SE,3000047258
63274108,GBP/AUD,"3,000",3/10/14 7:49 AM, ,1.83972, , , , , , ,LE,3000047258
 , , ,3/10/14 8:04 PM,1.84241, ,7.29,0.00,0.00,-0.41,0.00,6.88,SE,3000047258
63310027,NZD/USD,"6,000",3/12/14 7:23 AM, ,0.84477, , , , , , ,LE,3000047258
 , , ,3/12/14 1:53 PM,0.84806, ,19.74,0.00,0.00,0.00,0.00,19.74,SE,3000047258
63344494,EUR/JPY,"7,000",3/13/14 12:31 AM,143.220, , , , , , , ,LE,3000047258
 , , ,3/13/14 12:56 AM, ,143.349,-8.78,0.00,0.00,0.00,0.00,-8.78,SE,3000047258
63303220,GBP/USD,"6,000",3/13/14 3:06 AM,1.66808, , , , , , , ,LE,3000047258
 , , ,3/13/14 7:34 AM, ,1.67028,-13.20,0.00,0.00,0.00,0.00,-13.20,SE,3000047258
63406416,USD/CHF,"8,000",3/16/14 10:22 PM,0.87295, , , , , , , ,LE,3000047258
 , , ,3/17/14 3:16 AM, ,0.87412,-10.71,0.00,0.00,0.00,0.00,-10.71,SE,3000047258
63787236,NZD/USD,"5,000",4/7/14 9:05 PM,0.86199, , , , , , , ,LE,3000047258
 , , ,4/7/14 9:35 PM, ,0.86294,-4.75,0.00,0.00,0.00,0.00,-4.75,SE,3000047258
63786724,GBP/USD,"4,000",4/8/14 3:01 AM,1.66369, , , , , , , ,LE,3000047258
 , , ,4/8/14 4:16 AM, ,1.66468,-3.96,0.00,0.00,0.00,0.00,-3.96,SE,3000047258
63811871,EUR/JPY,"2,000",4/9/14 6:06 AM,140.933, , , , , , , ,LE,3000047258
 , , ,4/9/14 3:38 PM, ,141.208,-5.40,0.00,0.00,0.00,0.00,-5.40,SE,3000047258
63824363,GBP/NZD,"1,000",4/9/14 11:01 AM,1.93590, , , , , , , ,LE,3000047258
 , , ,4/9/14 2:27 PM, ,1.92747,7.34,0.00,0.00,0.00,0.00,7.34,LE,3000047258
63852432,USD/JPY,"2,000",4/10/14 10:45 AM, ,101.576, , , , , , ,LE,3000047258
 , , ,4/10/14 11:24 AM,101.341, ,-4.64,0.00,0.00,0.00,0.00,-4.64,SE,3000047258
63850996,GBP/AUD,"2,000",4/10/14 7:52 PM,1.78492, , , , , , , ,LE,3000047258
 , , ,4/10/14 8:05 PM, ,1.78733,-4.53,0.00,0.00,0.00,0.00,-4.53,SE,3000047258
65044550,EUR/USD,"5,000",6/25/14 2:48 AM,1.36167, , , , , , , ,LE,3000047258
 , , ,6/25/14 5:30 AM, ,1.36057,5.50,0.00,0.00,0.00,0.00,5.50,LE,3000047258
65044963,EUR/USD,"5,000",6/25/14 2:48 AM,1.36167, , , , , , , ,LE,3000047258
 , , ,6/25/14 8:30 AM, ,1.36329,-8.10,0.00,0.00,0.00,0.00,-8.10,SE,3000047258
65083711,AUD/USD,"5,000",6/26/14 9:37 PM,0.94249, , , , , , , ,LE,3000047258
 , , ,6/26/14 11:36 PM, ,0.94341,-4.60,0.00,0.00,0.00,0.00,-4.60,SE,3000047258
65083718,AUD/USD,"5,000",6/26/14 9:37 PM,0.94249, , , , , , , ,LE,3000047258
 , , ,6/26/14 11:36 PM, ,0.94341,-4.60,0.00,0.00,0.00,0.00,-4.60,SE,3000047258
65120283,USD/JPY,"14,000",6/30/14 8:58 PM,101.430, , , , , , , ,LE,3000047258
 , , ,6/30/14 10:32 PM, ,101.526,-13.24,0.00,0.00,0.00,0.00,-13.24,SE,3000047258
65120397,EUR/JPY,"14,000",6/30/14 8:59 PM,138.886, , , , , , , ,LE,3000047258
 , , ,6/30/14 9:59 PM, ,138.972,-11.86,0.00,0.00,0.00,0.00,-11.86,SE,3000047258
65120104,AUD/USD,"14,000",6/30/14 8:59 PM,0.94237, , , , , , , ,LE,3000047258
 , , ,6/30/14 9:37 PM, ,0.94308,-9.94,0.00,0.00,0.00,0.00,-9.94,SE,3000047258
65137959,NZD/USD,"4,000",7/1/14 9:31 PM, ,0.87544, , , , , , ,LE,3000047258
 , , ,7/2/14 3:45 AM,0.87690, ,5.84,0.00,0.00,0.00,0.00,5.84,LE,3000047258
65138227,NZD/USD,"4,000",7/1/14 9:31 PM, ,0.87544, , , , , , ,LE,3000047258
 , , ,7/3/14 8:25 AM,0.87685, ,5.64,0.00,0.00,0.78,0.00,6.42,Mkt,3000047258
65139035,AUD/CAD,"10,000",7/1/14 9:33 PM, ,1.00775, , , , , , ,Mkt,3000047258
 , , ,7/1/14 10:09 PM,1.00641, ,-12.59,0.00,0.00,0.00,0.00,-12.59,SE,3000047258
65194300,NZD/USD,"3,000",7/7/14 8:24 AM,0.87461, , , , , , , ,LE,3000047258
 , , ,7/7/14 9:50 AM, ,0.87605,-4.32,0.00,0.00,0.00,0.00,-4.32,SE,3000047258
65194342,NZD/USD,"3,000",7/7/14 8:24 AM,0.87461, , , , , , , ,LE,3000047258
 , , ,7/7/14 9:50 AM, ,0.87605,-4.32,0.00,0.00,0.00,0.00,-4.32,SE,3000047258
65240401,EUR/GBP,"3,000",7/10/14 4:45 AM,0.79647, , , , , , , ,LE,3000047258
 , , ,7/10/14 9:34 AM, ,0.79497,7.70,0.00,0.00,0.00,0.00,7.70,LE,3000047258
65240431,EUR/GBP,"3,000",7/10/14 4:45 AM,0.79647, , , , , , , ,LE,3000047258
 , , ,7/11/14 11:20 AM, ,0.79505,7.29,0.00,0.00,0.03,0.00,7.32,LE,3000047258
65281567,AUD/CAD,"3,000",7/13/14 11:10 PM,1.00901, , , , , , , ,LE,3000047258
 , , ,7/14/14 11:53 AM, ,1.00693,5.82,0.00,0.00,0.00,0.00,5.82,LE,3000047258
65281581,AUD/CAD,"1,000",7/13/14 11:10 PM,1.00901, , , , , , , ,LE,3000047258
 , , ,7/15/14 8:25 PM, ,1.00800,0.94,0.00,0.00,-0.13,0.00,0.81,Mkt,3000047258
65320769,AUD/CAD,"2,000",7/13/14 11:10 PM,1.00901, , , , , , , ,LE,3000047258
 , , ,7/15/14 10:14 PM, ,1.00619,5.24,0.00,0.00,-0.27,0.00,4.97,Mkt,3000047258
65279751,USD/CAD,"3,000",7/14/14 1:44 AM,1.07436, , , , , , , ,LE,3000047258
 , , ,7/14/14 8:56 AM, ,1.07264,4.81,0.00,0.00,0.00,0.00,4.81,LE,3000047258
65279768,USD/CAD,"3,000",7/14/14 1:44 AM,1.07436, , , , , , , ,LE,3000047258
 , , ,7/15/14 10:52 AM, ,1.07607,-4.77,0.00,0.00,0.05,0.00,-4.72,SE,3000047258
65278884,EUR/GBP,"2,000",7/14/14 8:00 AM,0.79653, , , , , , , ,LE,3000047258
 , , ,7/15/14 4:30 AM, ,0.79512,4.83,0.00,0.00,0.02,0.00,4.85,LE,3000047258
65278925,EUR/GBP,"2,000",7/14/14 8:00 AM,0.79653, , , , , , , ,LE,3000047258
 , , ,7/15/14 5:50 AM, ,0.79353,10.28,0.00,0.00,0.02,0.00,10.30,Mkt,3000047258
65282019,GBP/USD,"3,000",7/15/14 7:03 AM,1.71533, , , , , , , ,LE,3000047258
 , , ,7/15/14 8:09 AM, ,1.71706,-5.19,0.00,0.00,0.00,0.00,-5.19,SE,3000047258
65282037,GBP/USD,"3,000",7/15/14 7:03 AM,1.71533, , , , , , , ,LE,3000047258
 , , ,7/15/14 8:09 AM, ,1.71706,-5.19,0.00,0.00,0.00,0.00,-5.19,SE,3000047258
65320265,NZD/USD,"5,000",7/15/14 10:05 PM, ,0.87185, , , , , , ,LE,3000047258
 , , ,7/15/14 10:10 PM,0.87082, ,-5.15,0.00,0.00,0.00,0.00,-5.15,SE,3000047258
65320279,NZD/USD,"4,000",7/15/14 10:05 PM, ,0.87185, , , , , , ,LE,3000047258
 , , ,7/15/14 10:10 PM,0.87082, ,-4.12,0.00,0.00,0.00,0.00,-4.12,SE,3000047258
65320871,AUD/NZD,"3,000",7/16/14 9:07 PM,1.07620, , , , , , , ,LE,3000047258
 , , ,7/17/14 1:39 AM, ,1.07798,-4.65,0.00,0.00,0.00,0.00,-4.65,SE,3000047258
65321412,AUD/NZD,"2,000",7/16/14 9:07 PM,1.07620, , , , , , , ,LE,3000047258
 , , ,7/17/14 1:39 AM, ,1.07798,-3.10,0.00,0.00,0.00,0.00,-3.10,SE,3000047258
65495144,AUD/NZD,"2,000",7/29/14 12:51 AM,1.10304, , , , , , , ,LE,3000047258
 , , ,7/30/14 7:29 AM, ,1.10066,4.05,0.00,0.00,0.03,0.00,4.08,LE,3000047258
65495166,AUD/NZD,"2,000",7/29/14 12:51 AM,1.10304, , , , , , , ,LE,3000047258
 , , ,8/1/14 6:01 AM, ,1.09633,11.36,0.00,0.00,0.19,0.00,11.55,SE,3000047258
65481218,USD/CAD,"4,000",7/29/14 8:15 AM,1.08184, , , , , , , ,LE,3000047258
 , , ,7/29/14 10:04 AM, ,1.08314,-4.80,0.00,0.00,0.00,0.00,-4.80,SE,3000047258
65481246,USD/CAD,"4,000",7/29/14 8:15 AM,1.08184, , , , , , , ,LE,3000047258
 , , ,7/29/14 10:04 AM, ,1.08314,-4.80,0.00,0.00,0.00,0.00,-4.80,SE,3000047258
65511626,GBP/USD,"9,000",7/30/14 8:35 PM,1.69161, , , , , , , ,LE,3000047258
 , , ,7/31/14 1:34 AM, ,1.69272,-9.99,0.00,0.00,0.00,0.00,-9.99,SE,3000047258
65494593,GBP/AUD,"2,000",7/30/14 9:32 PM,1.81726, , , , , , , ,LE,3000047258
 , , ,7/30/14 9:43 PM, ,1.81500,4.21,0.00,0.00,0.00,0.00,4.21,LE,3000047258
65495085,GBP/AUD,"2,000",7/30/14 9:32 PM,1.81726, , , , , , , ,LE,3000047258
 , , ,8/1/14 8:30 AM, ,1.81055,12.48,0.00,0.00,0.13,0.00,12.61,LE,3000047258
65189278,AUD/USD,"3,000",7/31/14 8:25 AM, ,0.92857, , , , , , ,LE,3000047258
 , , ,7/31/14 10:36 AM,0.93027, ,5.10,0.00,0.00,0.00,0.00,5.10,LE,3000047258
65189899,AUD/USD,"3,000",7/31/14 8:25 AM, ,0.92857, , , , , , ,LE,3000047258
 , , ,7/31/14 9:22 PM,0.93032, ,5.25,0.00,0.00,0.12,0.00,5.37,LE,3000047258
65622318,NZD/USD,"2,000",8/5/14 6:45 PM, ,0.84445, , , , , , ,LE,3000047258
 , , ,8/5/14 8:42 PM,0.84248, ,-3.94,0.00,0.00,0.00,0.00,-3.94,SE,3000047258
65622482,NZD/USD,"2,000",8/5/14 6:45 PM, ,0.84445, , , , , , ,LE,3000047258
 , , ,8/5/14 8:42 PM,0.84248, ,-3.94,0.00,0.00,0.00,0.00,-3.94,SE,3000047258
65655194,EUR/USD,"3,000",8/6/14 12:17 PM,1.33772, , , , , , , ,LE,3000047258
 , , ,8/7/14 8:32 AM, ,1.33606,4.98,0.00,0.00,0.03,0.00,5.01,LE,3000047258
65655285,EUR/USD,"3,000",8/6/14 12:17 PM,1.33772, , , , , , , ,LE,3000047258
 , , ,8/7/14 8:55 AM, ,1.33938,-4.98,0.00,0.00,0.03,0.00,-4.95,SE,3000047258
65677558,GBP/AUD,"3,000",8/7/14 12:59 AM,1.81701, , , , , , , ,LE,3000047258
 , , ,8/7/14 1:16 AM, ,1.81901,-5.56,0.00,0.00,0.00,0.00,-5.56,SE,3000047258
65677569,GBP/AUD,"2,000",8/7/14 12:59 AM,1.81701, , , , , , , ,LE,3000047258
 , , ,8/7/14 1:16 AM, ,1.81901,-3.71,0.00,0.00,0.00,0.00,-3.71,SE,3000047258
65751725,GBP/USD,"1,000",8/13/14 5:31 AM, ,1.67691, , , , , , ,LE,3000047258
 , , ,8/13/14 5:36 AM,1.67318, ,-3.73,0.00,0.00,0.00,0.00,-3.73,SE,3000047258
65751800,GBP/USD,"1,000",8/13/14 5:31 AM, ,1.67691, , , , , , ,LE,3000047258
 , , ,8/13/14 5:36 AM,1.67318, ,-3.73,0.00,0.00,0.00,0.00,-3.73,SE,3000047258
65623307,USD/CAD,"3,000",8/15/14 8:54 AM, ,1.08691, , , , , , ,LE,3000047258
 , , ,8/15/14 10:54 AM,1.08906, ,5.92,0.00,0.00,0.00,0.00,5.92,LE,3000047258
65623372,USD/CAD,"2,000",8/15/14 8:54 AM, ,1.08691, , , , , , ,LE,3000047258
 , , ,8/19/14 11:37 AM,1.09308, ,11.29,0.00,0.00,-0.12,0.00,11.17,LE,3000047258
65885400,GBP/AUD,"1,000",8/21/14 8:09 PM, ,1.78138, , , , , , ,LE,3000047258
 , , ,8/21/14 10:25 PM,1.77967, ,-1.59,0.00,0.00,0.00,0.00,-1.59,SE,3000047258
65885435,GBP/AUD,"1,000",8/21/14 8:09 PM, ,1.78138, , , , , , ,LE,3000047258
 , , ,8/21/14 10:25 PM,1.77967, ,-1.59,0.00,0.00,0.00,0.00,-1.59,SE,3000047258
65829571,AUD/CAD,"3,000",8/22/14 3:54 AM,1.02022, , , , , , , ,LE,3000047258
 , , ,8/22/14 8:30 AM, ,1.02195,-4.73,0.00,0.00,0.00,0.00,-4.73,SE,3000047258
65829653,AUD/CAD,"3,000",8/22/14 3:54 AM,1.02022, , , , , , , ,LE,3000047258
 , , ,8/22/14 8:30 AM, ,1.02195,-4.73,0.00,0.00,0.00,0.00,-4.73,SE,3000047258
65885278,USD/CAD,"4,000",8/22/14 8:30 AM,1.09785, , , , , , , ,LE,3000047258
 , , ,8/22/14 8:30 AM, ,1.09650,4.92,0.00,0.00,0.00,0.00,4.92,LE,3000047258
65885298,USD/CAD,"4,000",8/22/14 8:30 AM,1.09785, , , , , , , ,LE,3000047258
 , , ,8/22/14 8:31 AM, ,1.09520,9.68,0.00,0.00,0.00,0.00,9.68,LE,3000047258
65908061,USD/CAD,"4,000",8/25/14 11:59 AM,1.09790, , , , , , , ,LE,3000047258
 , , ,8/25/14 6:57 PM, ,1.09910,-4.37,0.00,0.00,0.06,0.00,-4.31,SE,3000047258
65908105,USD/CAD,"4,000",8/25/14 11:59 AM,1.09790, , , , , , , ,LE,3000047258
 , , ,8/25/14 6:57 PM, ,1.09910,-4.37,0.00,0.00,0.06,0.00,-4.31,SE,3000047258
65942530,USD/CAD,"4,000",8/27/14 1:40 AM, ,1.09164, , , , , , ,LE,3000047258
 , , ,8/27/14 3:17 AM,1.09041, ,-4.51,0.00,0.00,0.00,0.00,-4.51,SE,3000047258
65942677,USD/CAD,"4,000",8/27/14 1:40 AM, ,1.09164, , , , , , ,LE,3000047258
 , , ,8/27/14 3:17 AM,1.09041, ,-4.51,0.00,0.00,0.00,0.00,-4.51,SE,3000047258
65991014,EUR/AUD,"7,000",8/28/14 8:13 PM,1.40989, , , , , , , ,LE,3000047258
 , , ,8/29/14 5:00 AM, ,1.40990,-0.07,0.00,0.00,0.00,0.00,-0.07,SE,3000047258
65909056,GBP/CHF,"5,000",8/29/14 3:46 AM,1.52048, , , , , , , ,LE,3000047258
 , , ,8/29/14 4:52 AM, ,1.51942,5.79,0.00,0.00,0.00,0.00,5.79,LE,3000047258
65909184,GBP/CHF,"5,000",8/29/14 3:46 AM,1.52048, , , , , , , ,LE,3000047258
 , , ,8/29/14 11:19 AM, ,1.52152,-5.67,0.00,0.00,0.00,0.00,-5.67,SE,3000047258
65991066,USD/CAD,"3,000",9/1/14 10:58 PM,1.08946, , , , , , , ,LE,3000047258
 , , ,9/2/14 5:00 AM, ,1.09117,-4.70,0.00,0.00,0.00,0.00,-4.70,SE,3000047258
65991075,USD/CAD,"3,000",9/1/14 10:58 PM,1.08946, , , , , , , ,LE,3000047258
 , , ,9/2/14 5:00 AM, ,1.09117,-4.70,0.00,0.00,0.00,0.00,-4.70,SE,3000047258
66069260,AUD/NZD,"5,000",9/4/14 6:13 AM,1.12234, , , , , , , ,Mkt,3000047258
 , , ,9/4/14 6:13 AM, ,1.12260,-1.08,0.00,0.00,0.00,0.00,-1.08,Mkt,3000047258
66069269,AUD/NZD,"5,000",9/4/14 6:14 AM, ,1.12259, , , , , , ,Mkt,3000047258
 , , ,9/4/14 3:21 PM,1.12548, ,12.00,0.00,0.00,0.00,0.00,12.00,SE,3000047258
65909400,USD/CHF,"4,000",9/4/14 7:45 AM,0.92182, , , , , , , ,LE,3000047258
 , , ,9/4/14 7:46 AM, ,0.92307,-5.42,0.00,0.00,0.00,0.00,-5.42,SE,3000047258
65909427,USD/CHF,"3,000",9/4/14 7:45 AM,0.92182, , , , , , , ,LE,3000047258
 , , ,9/4/14 7:46 AM, ,0.92307,-4.06,0.00,0.00,0.00,0.00,-4.06,SE,3000047258
66064346,GBP/AUD,"2,000",9/4/14 8:18 AM, ,1.75319, , , , , , ,LE,3000047258
 , , ,9/4/14 8:33 AM,1.75053, ,-4.99,0.00,0.00,0.00,0.00,-4.99,SE,3000047258
66064368,GBP/AUD,"2,000",9/4/14 8:18 AM, ,1.75319, , , , , , ,LE,3000047258
 , , ,9/4/14 8:33 AM,1.75053, ,-4.99,0.00,0.00,0.00,0.00,-4.99,SE,3000047258
65835784,AUD/USD,"3,000",9/4/14 8:34 AM,0.93807, , , , , , , ,LE,3000047258
 , , ,9/4/14 11:43 AM, ,0.93640,5.01,0.00,0.00,0.00,0.00,5.01,LE,3000047258
65835859,AUD/USD,"3,000",9/4/14 8:34 AM,0.93807, , , , , , , ,LE,3000047258
 , , ,9/4/14 5:56 PM, ,0.93416,11.73,0.00,0.00,-0.27,0.00,11.46,LE,3000047258
66064144,GBP/CHF,"3,000",9/7/14 5:00 PM, ,1.50588, , , , , , ,LE,3000047258
 , , ,9/7/14 5:00 PM,1.50456, ,-4.25,0.00,0.00,0.00,0.00,-4.25,SE,3000047258
66064237,GBP/CHF,"2,000",9/7/14 5:00 PM, ,1.50588, , , , , , ,LE,3000047258
 , , ,9/7/14 5:00 PM,1.50456, ,-2.84,0.00,0.00,0.00,0.00,-2.84,SE,3000047258
66137722,GBP/CHF,"3,000",9/9/14 4:30 AM,1.51080, , , , , , , ,LE,3000047258
 , , ,9/9/14 4:33 AM, ,1.50863,6.95,0.00,0.00,0.00,0.00,6.95,LE,3000047258
66137738,GBP/CHF,"3,000",9/9/14 4:30 AM,1.51080, , , , , , , ,LE,3000047258
 , , ,9/9/14 9:25 AM, ,1.50742,10.83,0.00,0.00,0.00,0.00,10.83,SE,3000047258
65941254,USD/CAD,"4,000",9/9/14 9:18 AM,1.10197, , , , , , , ,LE,3000047258
 , , ,9/9/14 10:57 AM, ,1.10060,4.98,0.00,0.00,0.00,0.00,4.98,LE,3000047258
65941287,USD/CAD,"3,000",9/9/14 9:18 AM,1.10197, , , , , , , ,LE,3000047258
 , , ,9/9/14 3:29 PM, ,1.09899,8.13,0.00,0.00,0.00,0.00,8.13,LE,3000047258
65829245,EUR/GBP,"4,000",9/10/14 5:00 AM,0.80543, , , , , , , ,LE,3000047258
 , , ,9/10/14 6:27 AM, ,0.80409,8.63,0.00,0.00,0.00,0.00,8.63,LE,3000047258
65829281,EUR/GBP,"3,000",9/10/14 5:00 AM,0.80543, , , , , , , ,LE,3000047258
 , , ,9/10/14 9:13 AM, ,0.80070,22.88,0.00,0.00,0.00,0.00,22.88,SE,3000047258
66189971,AUD/USD,"3,000",9/10/14 9:32 PM,0.92033, , , , , , , ,LE,3000047258
 , , ,9/10/14 10:10 PM, ,0.91845,5.64,0.00,0.00,0.00,0.00,5.64,LE,3000047258
66190141,AUD/USD,"2,000",9/10/14 9:32 PM,0.92033, , , , , , , ,LE,3000047258
 , , ,9/11/14 2:40 AM, ,0.91655,7.56,0.00,0.00,0.00,0.00,7.56,LE,3000047258
66190286,EUR/NZD,"1,000",9/11/14 4:01 AM,1.57972, , , , , , , ,LE,3000047258
 , , ,9/11/14 4:20 AM, ,1.58159,-1.53,0.00,0.00,0.00,0.00,-1.53,SE,3000047258
66210901,GBP/CAD,"3,000",9/11/14 2:16 PM,1.79408, , , , , , , ,LE,3000047258
 , , ,9/11/14 3:08 PM, ,1.79216,5.21,0.00,0.00,0.00,0.00,5.21,LE,3000047258
66210970,GBP/CAD,"2,000",9/11/14 2:16 PM,1.79408, , , , , , , ,LE,3000047258
 , , ,9/11/14 4:59 PM, ,1.79595,-3.39,0.00,0.00,0.00,0.00,-3.39,SE,3000047258
66138285,EUR/CAD,"3,000",9/12/14 10:41 AM,1.43273, , , , , , , ,LE,3000047258
 , , ,9/12/14 11:51 AM, ,1.43479,-5.58,0.00,0.00,0.00,0.00,-5.58,SE,3000047258
66138311,EUR/CAD,"2,000",9/12/14 10:41 AM,1.43273, , , , , , , ,LE,3000047258
 , , ,9/12/14 11:51 AM, ,1.43479,-3.72,0.00,0.00,0.00,0.00,-3.72,SE,3000047258
65828880,EUR/NZD,"3,000",9/14/14 5:00 PM,1.59098, , , , , , , ,LE,3000047258
 , , ,9/14/14 5:00 PM, ,1.59322,-5.48,0.00,0.00,0.00,0.00,-5.48,SE,3000047258
65828962,EUR/NZD,"2,000",9/14/14 5:00 PM,1.59098, , , , , , , ,LE,3000047258
 , , ,9/14/14 5:00 PM, ,1.59322,-3.65,0.00,0.00,0.00,0.00,-3.65,SE,3000047258
66262579,NZD/USD,"5,000",9/15/14 9:12 PM,0.81904, , , , , , , ,LE,3000047258
 , , ,9/15/14 9:39 PM, ,0.82011,-5.35,0.00,0.00,0.00,0.00,-5.35,SE,3000047258
66262626,NZD/USD,"4,000",9/15/14 9:12 PM,0.81904, , , , , , , ,LE,3000047258
 , , ,9/15/14 9:39 PM, ,0.82011,-4.28,0.00,0.00,0.00,0.00,-4.28,SE,3000047258
66345089,AUD/CAD,"2,000",9/19/14 6:42 AM,0.98286, , , , , , , ,LE,3000047258
 , , ,9/19/14 8:08 AM, ,0.98471,-3.37,0.00,0.00,0.00,0.00,-3.37,SE,3000047258
66345212,AUD/CAD,"3,000",9/19/14 6:42 AM,0.98286, , , , , , , ,LE,3000047258
 , , ,9/19/14 8:08 AM, ,0.98471,-5.06,0.00,0.00,0.00,0.00,-5.06,SE,3000047258
